Date/Time,HVAC [kW](Hourly),Electrical appliances [kW](Hourly),Hourly Total Load Consumption,PV Generation Trabzon [kW],PV Generation Antalya [kW]
 01/01  01:00:00,0.041273939,0.092942925,0.134216864,0,0
 01/01  02:00:00,0.048924302,0.07618578,0.125110081,0,0
 01/01  03:00:00,0.055788311,0.062326493,0.118114805,0,0
 01/01  04:00:00,0.060330882,0.053976431,0.114307312,0,0
 01/01  05:00:00,0.063761302,0.065822864,0.129584166,0,0
 01/01  06:00:00,0.061445952,0.080078181,0.141524133,0,0
 01/01  07:00:00,0.056277926,0.140383543,0.196661469,0,0.061536426
 01/01  08:00:00,0.062079036,0.228567291,0.290646327,0.068305152,0.46046997
 01/01  09:00:00,0.053887979,0.30112795,0.355015929,0.28296645,0.883894506
 01/01  10:00:00,0.050604912,0.375064554,0.425669466,0.364724796,1.220729904
 01/01  11:00:00,0.06086807,0.395792849,0.456660919,0.480354858,1.349616558
 01/01  12:00:00,0.049048317,0.413608485,0.462656802,0.553238028,1.322513568
 01/01  13:00:00,0.04633629,0.39965648,0.44599277,0.52998282,1.160316918
 01/01  14:00:00,0.048380758,0.361435816,0.409816574,0.42901365,0.840642066
 01/01  15:00:00,0.045190727,0.331767743,0.376958471,0.250864152,0.439349298
 01/01  16:00:00,0.042128428,0.339922589,0.382051017,0.06586167,0.07878123
 01/01  17:00:00,0.034687592,0.389638663,0.424326255,0,0
 01/01  18:00:00,0.026579792,0.480421868,0.507001659,0,0
 01/01  19:00:00,0.02399812,0.43259402,0.45659214,0,0
 01/01  20:00:00,0.01258891,0.349590651,0.362179561,0,0
 01/01  21:00:00,0.010022924,0.310730298,0.320753222,0,0
 01/01  22:00:00,0.009723251,0.29394914,0.303672391,0,0
 01/01  23:00:00,0.013331431,0.234174068,0.247505499,0,0
 01/01  24:00:00,0.019234583,0.151455627,0.17069021,0,0
 01/02  01:00:00,0.024158614,0.086369242,0.110527856,0,0
 01/02  02:00:00,0.027433801,0.072238755,0.099672557,0,0
 01/02  03:00:00,0.031258231,0.059715255,0.090973486,0,0
 01/02  04:00:00,0.032844089,0.052611026,0.085455116,0,0
 01/02  05:00:00,0.032512003,0.063151709,0.095663712,0,0
 01/02  06:00:00,0.03188905,0.075981488,0.107870537,0,0
 01/02  07:00:00,0.026417655,0.129758031,0.156175685,0,0.067350228
 01/02  08:00:00,0.025374046,0.207405929,0.232779975,0.05912103,0.433675926
 01/02  09:00:00,0.018248411,0.268690649,0.286939061,0.077629704,0.847860168
 01/02  10:00:00,0.011128594,0.330033496,0.34116209,0.09858186,1.15910922
 01/02  11:00:00,0.007922028,0.34487662,0.352798647,0.20741511,1.340207748
 01/02  12:00:00,0.001510533,0.361119726,0.362630258,0.642523422,1.352958792
 01/02  13:00:00,0,0.351845974,0.351845974,0.509845158,1.177561722
 01/02  14:00:00,0,0.317847783,0.317847783,0.387053166,0.875328276
 01/02  15:00:00,0,0.292642171,0.292642171,0.214408524,0.48055146
 01/02  16:00:00,0,0.302863616,0.302863616,0.075804114,0.099368268
 01/02  17:00:00,0,0.353720743,0.353720743,0,0
 01/02  18:00:00,0,0.445069937,0.445069937,0,0
 01/02  19:00:00,0,0.398283704,0.398283704,0,0
 01/02  20:00:00,0,0.315345897,0.315345897,0,0
 01/02  21:00:00,0,0.275874928,0.275874928,0,0
 01/02  22:00:00,0,0.258342283,0.258342283,0,0
 01/02  23:00:00,0,0.205880856,0.205880856,0,0
 01/02  24:00:00,0,0.135920782,0.135920782,0,0
 01/03  01:00:00,0,0.086369242,0.086369242,0,0
 01/03  02:00:00,0.00559088,0.072238755,0.077829636,0,0
 01/03  03:00:00,0.010143967,0.059715255,0.069859222,0,0
 01/03  04:00:00,0.013953195,0.052611026,0.066564221,0,0
 01/03  05:00:00,0.017851097,0.063151709,0.081002806,0,0
 01/03  06:00:00,0.017354355,0.075981488,0.093335843,0,0
 01/03  07:00:00,0.01402801,0.129758031,0.14378604,0,0.072911256
 01/03  08:00:00,0.011853589,0.207405929,0.219259518,0.080297874,0.528325746
 01/03  09:00:00,0.000923319,0.268690649,0.269613969,0.251032668,0.980538432
 01/03  10:00:00,0.001070351,0.330033496,0.331103847,0.459037584,1.315772928
 01/03  11:00:00,0,0.34487662,0.34487662,0.641680842,1.406434536
 01/03  12:00:00,0,0.361119726,0.361119726,0.652662468,1.398205338
 01/03  13:00:00,0,0.351845974,0.351845974,0.532257786,1.298724726
 01/03  14:00:00,0,0.317847783,0.317847783,0.437888826,0.948155274
 01/03  15:00:00,0,0.292642171,0.292642171,0.216711576,0.517540722
 01/03  16:00:00,0,0.302863616,0.302863616,0.073360632,0.116500728
 01/03  17:00:00,0,0.353720743,0.353720743,0,0
 01/03  18:00:00,0,0.445069937,0.445069937,0,0
 01/03  19:00:00,0,0.398283704,0.398283704,0,0
 01/03  20:00:00,0,0.315345897,0.315345897,0,0
 01/03  21:00:00,0,0.275874928,0.275874928,0,0
 01/03  22:00:00,0,0.258342283,0.258342283,0,0
 01/03  23:00:00,0,0.205880856,0.205880856,0,0
 01/03  24:00:00,0,0.135920782,0.135920782,0,0
 01/04  01:00:00,0,0.086369242,0.086369242,0,0
 01/04  02:00:00,0.005641907,0.072238755,0.077880662,0,0
 01/04  03:00:00,0.009784073,0.059715255,0.069499328,0,0
 01/04  04:00:00,0.013639984,0.052611026,0.06625101,0,0
 01/04  05:00:00,0.016240788,0.063151709,0.079392496,0,0
 01/04  06:00:00,0.016489229,0.075981488,0.092470717,0,0
 01/04  07:00:00,0.010937498,0.129758031,0.140695529,0,0.06614253
 01/04  08:00:00,0.026928431,0.207405929,0.23433436,0.062884554,0.423901998
 01/04  09:00:00,0.044953591,0.268690649,0.31364424,0.133577016,0.850612596
 01/04  10:00:00,0.059790719,0.330033496,0.389824214,0.14688978,1.073840124
 01/04  11:00:00,0.100220802,0.34487662,0.445097422,0.15531558,1.306813494
 01/04  12:00:00,0.095684535,0.361119726,0.456804261,0.192641874,1.28591751
 01/04  13:00:00,0.097696195,0.351845974,0.449542169,0.125319732,1.143015942
 01/04  14:00:00,0.107444392,0.317847783,0.425292175,0.11122056,0.828986376
 01/04  15:00:00,0.113958984,0.292642171,0.406601155,0.08439843,0.428058726
 01/04  16:00:00,0.124560097,0.302863616,0.427423713,0.052436562,0.099536784
 01/04  17:00:00,0.133741913,0.353720743,0.487462656,0,0
 01/04  18:00:00,0.16189734,0.445069937,0.606967277,0,0
 01/04  19:00:00,0.136265433,0.398283704,0.534549138,0,0
 01/04  20:00:00,0.132978611,0.315345897,0.448324508,0,0
 01/04  21:00:00,0.139887116,0.275874928,0.415762044,0,0
 01/04  22:00:00,0.14455028,0.258342283,0.402892563,0,0
 01/04  23:00:00,0.156472133,0.205880856,0.362352989,0,0
 01/04  24:00:00,0.171823696,0.135920782,0.307744478,0,0
 01/05  01:00:00,0.183199712,0.086369242,0.269568954,0,0
 01/05  02:00:00,0.189562884,0.072238755,0.261801639,0,0
 01/05  03:00:00,0.197149804,0.059715255,0.256865059,0,0
 01/05  04:00:00,0.201120483,0.052611026,0.25373151,0,0
 01/05  05:00:00,0.203518761,0.063151709,0.266670469,0,0
 01/05  06:00:00,0.201483343,0.075981488,0.277464831,0,0
 01/05  07:00:00,0.192656216,0.129758031,0.322414247,0,0.046847448
 01/05  08:00:00,0.211020415,0.207405929,0.418426344,0.155287494,0.24210132
 01/05  09:00:00,0.197141881,0.268690649,0.46583253,0.418453314,0.427721694
 01/05  10:00:00,0.202187897,0.330033496,0.532221393,0.671199228,0.446061852
 01/05  11:00:00,0.205694199,0.34487662,0.550570819,0.853758228,0.99059322
 01/05  12:00:00,0.206569941,0.361119726,0.567689667,1.136303388,0.709957908
 01/05  13:00:00,0.204358791,0.351845974,0.556204765,0.99747429,0.555344478
 01/05  14:00:00,0.203871471,0.317847783,0.521719254,0.702908322,0.440276136
 01/05  15:00:00,0.195565422,0.292642171,0.488207593,0.391406496,0.240079128
 01/05  16:00:00,0.191061748,0.302863616,0.493925364,0.106221252,0.1193655
 01/05  17:00:00,0.186054857,0.353720743,0.539775601,0,0
 01/05  18:00:00,0.217423194,0.445069937,0.662493131,0,0
 01/05  19:00:00,0.215645291,0.398283704,0.613928996,0,0
 01/05  20:00:00,0.182940412,0.315345897,0.498286308,0,0
 01/05  21:00:00,0.182582614,0.275874928,0.458457542,0,0
 01/05  22:00:00,0.190492446,0.258342283,0.448834729,0,0
 01/05  23:00:00,0.202158803,0.205880856,0.408039659,0,0
 01/05  24:00:00,0.220020954,0.135920782,0.355941736,0,0
 01/06  01:00:00,0.23309624,0.086369242,0.319465482,0,0
 01/06  02:00:00,0.245978281,0.072238755,0.318217036,0,0
 01/06  03:00:00,0.259005476,0.059715255,0.318720731,0,0
 01/06  04:00:00,0.271334731,0.052611026,0.323945757,0,0
 01/06  05:00:00,0.280938059,0.063151709,0.344089768,0,0
 01/06  06:00:00,0.286449214,0.075981488,0.362430702,0,0
 01/06  07:00:00,0.317254788,0.129758031,0.447012819,0,0.062519436
 01/06  08:00:00,0.32168218,0.207405929,0.529088109,0.186743814,0.242747298
 01/06  09:00:00,0.280067984,0.268690649,0.548758633,0.592670772,0.487544874
 01/06  10:00:00,0.243420872,0.330033496,0.573454367,0.931809222,0.679035222
 01/06  11:00:00,0.25571615,0.34487662,0.600592769,1.172337726,0.836148306
 01/06  12:00:00,0.186225402,0.361119726,0.547345127,1.261819722,0.860330352
 01/06  13:00:00,0.157939597,0.351845974,0.509785571,1.159699026,0.743941968
 01/06  14:00:00,0.145564412,0.317847783,0.463412195,0.929112966,0.539588232
 01/06  15:00:00,0.128136272,0.292642171,0.420778443,0.525657576,0.284061804
 01/06  16:00:00,0.133597129,0.302863616,0.436460745,0.163011144,0.10209261
 01/06  17:00:00,0.143095505,0.353720743,0.496816248,0,0
 01/06  18:00:00,0.195934015,0.445069937,0.641003953,0,0
 01/06  19:00:00,0.168357879,0.398283704,0.566641583,0,0
 01/06  20:00:00,0.174272196,0.315345897,0.489618093,0,0
 01/06  21:00:00,0.185372418,0.275874928,0.461247346,0,0
 01/06  22:00:00,0.207034583,0.258342283,0.465376866,0,0
 01/06  23:00:00,0.223383089,0.205880856,0.429263945,0,0
 01/06  24:00:00,0.238516739,0.135920782,0.374437521,0,0
 01/07  01:00:00,0.252433246,0.092942925,0.34537617,0,0
 01/07  02:00:00,0.261739355,0.07618578,0.337925135,0,0
 01/07  03:00:00,0.264539851,0.062326493,0.326866344,0,0
 01/07  04:00:00,0.266972399,0.053976431,0.320948829,0,0
 01/07  05:00:00,0.274075934,0.065822864,0.339898798,0,0
 01/07  06:00:00,0.270597164,0.080078181,0.350675344,0,0
 01/07  07:00:00,0.281871416,0.140383543,0.422254959,0,0.062519436
 01/07  08:00:00,0.256132426,0.228567291,0.484699717,0.186743814,0.242747298
 01/07  09:00:00,0.217073705,0.30112795,0.518201655,0.592670772,0.487544874
 01/07  10:00:00,0.175471641,0.375064554,0.550536195,0.931809222,0.679035222
 01/07  11:00:00,0.181135,0.395792849,0.576927849,1.172337726,0.836148306
 01/07  12:00:00,0.162729116,0.413608485,0.576337601,1.261819722,0.860330352
 01/07  13:00:00,0.152661247,0.39965648,0.552317727,1.159699026,0.743941968
 01/07  14:00:00,0.1466722,0.361435816,0.508108016,0.929112966,0.539588232
 01/07  15:00:00,0.148223871,0.331767743,0.479991614,0.525657576,0.284061804
 01/07  16:00:00,0.15106843,0.339922589,0.490991019,0.163011144,0.10209261
 01/07  17:00:00,0.150693728,0.389638663,0.540332391,0,0
 01/07  18:00:00,0.140761142,0.480421868,0.621183009,0,0
 01/07  19:00:00,0.162661106,0.43259402,0.595255126,0,0
 01/07  20:00:00,0.132169519,0.349590651,0.481760169,0,0
 01/07  21:00:00,0.127193143,0.310730298,0.437923442,0,0
 01/07  22:00:00,0.128989408,0.29394914,0.422938549,0,0
 01/07  23:00:00,0.13476609,0.234174068,0.368940158,0,0
 01/07  24:00:00,0.143583153,0.151455627,0.29503878,0,0
 01/08  01:00:00,0.153378707,0.092942925,0.246321632,0,0
 01/08  02:00:00,0.153291074,0.07618578,0.229476854,0,0
 01/08  03:00:00,0.151697598,0.062326493,0.214024091,0,0
 01/08  04:00:00,0.152538651,0.053976431,0.206515082,0,0
 01/08  05:00:00,0.15503406,0.065822864,0.220856924,0,0
 01/08  06:00:00,0.153486241,0.080078181,0.233564421,0,0
 01/08  07:00:00,0.146017492,0.140383543,0.286401035,0,0.041258334
 01/08  08:00:00,0.154928276,0.228567291,0.383495567,0.090380748,0.093863412
 01/08  09:00:00,0.141341842,0.30112795,0.442469793,0.224463312,0.220812132
 01/08  10:00:00,0.140611478,0.375064554,0.515676032,0.417807336,0.31119288
 01/08  11:00:00,0.164382591,0.395792849,0.56017544,0.561663828,0.551917986
 01/08  12:00:00,0.141054255,0.413608485,0.55466274,0.617133678,0.6277221
 01/08  13:00:00,0.126781782,0.39965648,0.526438262,0.539082684,0.379919322
 01/08  14:00:00,0.123989923,0.361435816,0.485425738,0.44839299,0.173964684
 01/08  15:00:00,0.124505363,0.331767743,0.456273106,0.223817334,0.07498962
 01/08  16:00:00,0.123197596,0.339922589,0.463120184,0.037326294,0.044179278
 01/08  17:00:00,0.116854615,0.389638663,0.506493277,0,0
 01/08  18:00:00,0.140077287,0.480421868,0.620499155,0,0
 01/08  19:00:00,0.107296035,0.43259402,0.539890055,0,0
 01/08  20:00:00,0.101105705,0.349590651,0.450696356,0,0
 01/08  21:00:00,0.105437857,0.310730298,0.416168155,0,0
 01/08  22:00:00,0.107502505,0.29394914,0.401451646,0,0
 01/08  23:00:00,0.117549205,0.234174068,0.351723273,0,0
 01/08  24:00:00,0.125961827,0.151455627,0.277417454,0,0
 01/09  01:00:00,0.135662356,0.086369242,0.222031597,0,0
 01/09  02:00:00,0.145971767,0.072238755,0.218210522,0,0
 01/09  03:00:00,0.161007763,0.059715255,0.220723018,0,0
 01/09  04:00:00,0.167163831,0.052611026,0.219774857,0,0
 01/09  05:00:00,0.177218701,0.063151709,0.240370409,0,0
 01/09  06:00:00,0.179934071,0.075981488,0.255915559,0,0
 01/09  07:00:00,0.198476051,0.129758031,0.328234082,0,0.056621376
 01/09  08:00:00,0.181075131,0.207405929,0.38848106,0.13144248,0.268839192
 01/09  09:00:00,0.161476864,0.268690649,0.430167513,0.472209918,0.541104876
 01/09  10:00:00,0.131866097,0.330033496,0.461899593,0.87754707,0.79469337
 01/09  11:00:00,0.13807112,0.34487662,0.48294774,1.10181378,0.839743314
 01/09  12:00:00,0.091266322,0.361119726,0.452386048,1.082771472,0.780678456
 01/09  13:00:00,0.072686845,0.351845974,0.424532819,0.954839742,0.483416232
 01/09  14:00:00,0.060869341,0.317847783,0.378717124,0.616234926,0.3398406
 01/09  15:00:00,0.055001432,0.292642171,0.347643603,0.356018136,0.158601642
 01/09  16:00:00,0.063550091,0.302863616,0.366413707,0.100014246,0.059851266
 01/09  17:00:00,0.0753841,0.353720743,0.429104843,0,0
 01/09  18:00:00,0.122788253,0.445069937,0.56785819,0,0
 01/09  19:00:00,0.102503483,0.398283704,0.500787187,0,0
 01/09  20:00:00,0.110859568,0.315345897,0.426205465,0,0
 01/09  21:00:00,0.132274126,0.275874928,0.408149054,0,0
 01/09  22:00:00,0.147611356,0.258342283,0.405953639,0,0
 01/09  23:00:00,0.167817323,0.205880856,0.373698179,0,0
 01/09  24:00:00,0.18456171,0.135920782,0.320482492,0,0
 01/10  01:00:00,0.204384747,0.086369242,0.290753989,0,0
 01/10  02:00:00,0.216837311,0.072238755,0.289076067,0,0
 01/10  03:00:00,0.225288531,0.059715255,0.285003787,0,0
 01/10  04:00:00,0.231083201,0.052611026,0.283694228,0,0
 01/10  05:00:00,0.239738354,0.063151709,0.302890062,0,0
 01/10  06:00:00,0.241458732,0.075981488,0.31744022,0,0
 01/10  07:00:00,0.254594216,0.129758031,0.384352247,0,0.049347102
 01/10  08:00:00,0.234217764,0.207405929,0.441623693,0.090942468,0.287825328
 01/10  09:00:00,0.215441713,0.268690649,0.484132362,0.262660272,0.529786218
 01/10  10:00:00,0.190216553,0.330033496,0.520250049,0.441848952,0.80691078
 01/10  11:00:00,0.198399053,0.34487662,0.543275673,0.624660726,0.624941586
 01/10  12:00:00,0.132768023,0.361119726,0.493887749,0.67490658,0.613033122
 01/10  13:00:00,0.09580718,0.351845974,0.447653154,0.62393049,0.719928438
 01/10  14:00:00,0.074862241,0.317847783,0.392710024,0.482826426,0.298104804
 01/10  15:00:00,0.057697506,0.292642171,0.350339677,0.27411936,0.181042356
 01/10  16:00:00,0.052918583,0.302863616,0.355782199,0.106754886,0.054318324
 01/10  17:00:00,0.059824702,0.353720743,0.413545445,0,0
 01/10  18:00:00,0.098623813,0.445069937,0.543693751,0,0
 01/10  19:00:00,0.086865005,0.398283704,0.485148709,0,0
 01/10  20:00:00,0.094555044,0.315345897,0.409900941,0,0
 01/10  21:00:00,0.107615663,0.275874928,0.383490591,0,0
 01/10  22:00:00,0.122808526,0.258342283,0.381150809,0,0
 01/10  23:00:00,0.13820996,0.205880856,0.344090816,0,0
 01/10  24:00:00,0.14278866,0.135920782,0.278709442,0,0
 01/11  01:00:00,0.149088639,0.086369242,0.23545788,0,0
 01/11  02:00:00,0.154225028,0.072238755,0.226463783,0,0
 01/11  03:00:00,0.160114697,0.059715255,0.219829952,0,0
 01/11  04:00:00,0.16341815,0.052611026,0.216029177,0,0
 01/11  05:00:00,0.162932209,0.063151709,0.226083918,0,0
 01/11  06:00:00,0.137699164,0.075981488,0.213680652,0,0
 01/11  07:00:00,0.128479206,0.129758031,0.258237237,0,0.036848832
 01/11  08:00:00,0.113490989,0.207405929,0.320896919,0.092431026,0.170257332
 01/11  09:00:00,0.091015656,0.268690649,0.359706305,0.286140168,0.313243158
 01/11  10:00:00,0.062858967,0.330033496,0.392892463,0.477995634,0.372083328
 01/11  11:00:00,0.04722358,0.34487662,0.3921002,0.6473823,0.464373924
 01/11  12:00:00,0.022481305,0.361119726,0.383601031,0.707514426,0.33478512
 01/11  13:00:00,0.00661659,0.351845974,0.358462564,0.42466032,0.241876632
 01/11  14:00:00,0,0.317847783,0.317847783,0.422806644,0.20853855
 01/11  15:00:00,0,0.292642171,0.292642171,0.22230069,0.097570764
 01/11  16:00:00,0,0.302863616,0.302863616,0.055020474,0.03173718
 01/11  17:00:00,0,0.353720743,0.353720743,0,0
 01/11  18:00:00,0.009304716,0.445069937,0.454374653,0,0
 01/11  19:00:00,0.002736034,0.398283704,0.401019739,0,0
 01/11  20:00:00,0.015531588,0.315345897,0.330877485,0,0
 01/11  21:00:00,0.032218026,0.275874928,0.308092954,0,0
 01/11  22:00:00,0.047454544,0.258342283,0.305796827,0,0
 01/11  23:00:00,0.064635674,0.205880856,0.27051653,0,0
 01/11  24:00:00,0.079447482,0.135920782,0.215368264,0,0
 01/12  01:00:00,0.094047469,0.086369242,0.180416711,0,0
 01/12  02:00:00,0.105642657,0.072238755,0.177881412,0,0
 01/12  03:00:00,0.115535583,0.059715255,0.175250838,0,0
 01/12  04:00:00,0.123548831,0.052611026,0.176159857,0,0
 01/12  05:00:00,0.12908865,0.063151709,0.192240359,0,0
 01/12  06:00:00,0.120819761,0.075981488,0.196801249,0,0
 01/12  07:00:00,0.114390265,0.129758031,0.244148295,0,0.05420598
 01/12  08:00:00,0.111605322,0.207405929,0.319011251,0.075438996,0.303581574
 01/12  09:00:00,0.101313162,0.268690649,0.370003811,0.195450474,0.580734222
 01/12  10:00:00,0.086197692,0.330033496,0.416231187,0.314647458,0.834687834
 01/12  11:00:00,0.091408611,0.34487662,0.436285231,0.39896163,1.022386572
 01/12  12:00:00,0.047808586,0.361119726,0.408928312,0.257801394,1.147369272
 01/12  13:00:00,0.030873584,0.351845974,0.382719558,0.231962274,0.901307826
 01/12  14:00:00,0.01383782,0.317847783,0.331685603,0.274990026,0.666284178
 01/12  15:00:00,0.010458295,0.292642171,0.303100466,0.11810163,0.384188394
 01/12  16:00:00,0.013299698,0.302863616,0.316163314,0.06361479,0.059036772
 01/12  17:00:00,0.014906739,0.353720743,0.368627483,0,0
 01/12  18:00:00,0.035887657,0.445069937,0.480957594,0,0
 01/12  19:00:00,0.018763924,0.398283704,0.417047628,0,0
 01/12  20:00:00,0.030749375,0.315345897,0.346095271,0,0
 01/12  21:00:00,0.050016834,0.275874928,0.325891762,0,0
 01/12  22:00:00,0.055535605,0.258342283,0.313877888,0,0
 01/12  23:00:00,0.067340115,0.205880856,0.273220971,0,0
 01/12  24:00:00,0.08319591,0.135920782,0.219116691,0,0
 01/13  01:00:00,0.095788759,0.086369242,0.182158,0,0
 01/13  02:00:00,0.101930308,0.072238755,0.174169063,0,0
 01/13  03:00:00,0.102413042,0.059715255,0.162128297,0,0
 01/13  04:00:00,0.104710129,0.052611026,0.157321155,0,0
 01/13  05:00:00,0.106125857,0.063151709,0.169277565,0,0
 01/13  06:00:00,0.104234293,0.075981488,0.180215781,0,0
 01/13  07:00:00,0.098099179,0.129758031,0.22785721,0,0.054683442
 01/13  08:00:00,0.105324929,0.207405929,0.312730858,0.082629012,0.358068414
 01/13  09:00:00,0.093436466,0.268690649,0.362127115,0.139531248,0.651763716
 01/13  10:00:00,0.084489994,0.330033496,0.41452349,0.332791014,1.065919872
 01/13  11:00:00,0.099806036,0.34487662,0.444682656,0.339166536,1.16641158
 01/13  12:00:00,0.063843176,0.361119726,0.424962902,0.357843726,1.182448686
 01/13  13:00:00,0.041380297,0.351845974,0.393226271,0.212414418,1.014915696
 01/13  14:00:00,0.018783093,0.317847783,0.336630876,0.201685566,0.756861528
 01/13  15:00:00,0.002108927,0.292642171,0.294751098,0.122707734,0.441315318
 01/13  16:00:00,0,0.302863616,0.302863616,0.028310688,0.099255924
 01/13  17:00:00,0.000766795,0.353720743,0.354487538,0,0
 01/13  18:00:00,0.034370414,0.445069937,0.479440352,0,0
 01/13  19:00:00,0.023540457,0.398283704,0.421824161,0,0
 01/13  20:00:00,0.027411429,0.315345897,0.342757326,0,0
 01/13  21:00:00,0.041860631,0.275874928,0.317735559,0,0
 01/13  22:00:00,0.061662941,0.258342283,0.320005225,0,0
 01/13  23:00:00,0.080872154,0.205880856,0.28675301,0,0
 01/13  24:00:00,0.091172362,0.135920782,0.227093144,0,0
 01/14  01:00:00,0.101684643,0.092942925,0.194627568,0,0
 01/14  02:00:00,0.108314982,0.07618578,0.184500761,0,0
 01/14  03:00:00,0.101295099,0.062326493,0.163621592,0,0
 01/14  04:00:00,0.102600134,0.053976431,0.156576565,0,0
 01/14  05:00:00,0.103083668,0.065822864,0.168906532,0,0
 01/14  06:00:00,0.099222738,0.080078181,0.179300919,0,0
 01/14  07:00:00,0.091388857,0.140383543,0.2317724,0,0.07077672
 01/14  08:00:00,0.083845623,0.228567291,0.312412914,0.103384566,0.514226574
 01/14  09:00:00,0.08126093,0.30112795,0.38238888,0.296138784,1.03187964
 01/14  10:00:00,0.08139566,0.375064554,0.456460214,0.500324004,1.316306562
 01/14  11:00:00,0.092105523,0.395792849,0.487898372,0.613931874,1.583657196
 01/14  12:00:00,0.054300078,0.413608485,0.467908564,0.822273822,1.517570838
 01/14  13:00:00,0.028614627,0.39965648,0.428271107,0.776268954,1.429408884
 01/14  14:00:00,0.015892018,0.361435816,0.377327834,0.729842796,1.009804044
 01/14  15:00:00,0.006753448,0.331767743,0.338521191,0.37270122,0.62154318
 01/14  16:00:00,0.005849748,0.339922589,0.345772337,0.133745532,0.162308994
 01/14  17:00:00,0.009739783,0.389638663,0.399378446,0,0
 01/14  18:00:00,0.036632983,0.480421868,0.51705485,0,0
 01/14  19:00:00,0.028502001,0.43259402,0.461096021,0,0
 01/14  20:00:00,0.039391268,0.349590651,0.388981918,0,0
 01/14  21:00:00,0.055343189,0.310730298,0.366073487,0,0
 01/14  22:00:00,0.071696166,0.29394914,0.365645306,0,0
 01/14  23:00:00,0.09069755,0.234174068,0.324871618,0,0
 01/14  24:00:00,0.103313583,0.151455627,0.25476921,0,0
 01/15  01:00:00,0.120561673,0.092942925,0.213504598,0,0
 01/15  02:00:00,0.131448344,0.07618578,0.207634124,0,0
 01/15  03:00:00,0.133086488,0.062326493,0.195412981,0,0
 01/15  04:00:00,0.138612445,0.053976431,0.192588876,0,0
 01/15  05:00:00,0.142284415,0.065822864,0.208107279,0,0
 01/15  06:00:00,0.145992958,0.080078181,0.226071139,0,0
 01/15  07:00:00,0.162749254,0.140383543,0.303132797,0,0.072714654
 01/15  08:00:00,0.151094601,0.228567291,0.379661892,0.077180328,0.507008472
 01/15  09:00:00,0.12224103,0.30112795,0.42336898,0.203370726,0.964417068
 01/15  10:00:00,0.094403076,0.375064554,0.46946763,0.198905052,1.393402632
 01/15  11:00:00,0.096323571,0.395792849,0.49211642,0.252128022,1.472661324
 01/15  12:00:00,0.050671366,0.413608485,0.464279851,0.300548286,1.637441886
 01/15  13:00:00,0.018467712,0.39965648,0.418124192,0.268137042,1.390425516
 01/15  14:00:00,0.000474835,0.361435816,0.36191065,0.333268476,1.116221898
 01/15  15:00:00,0,0.331767743,0.331767743,0.24912282,0.632468634
 01/15  16:00:00,0.004402525,0.339922589,0.344325114,0.07990467,0.170369676
 01/15  17:00:00,0.009433582,0.389638663,0.399072245,0,0
 01/15  18:00:00,0.041564502,0.480421868,0.52198637,0,0
 01/15  19:00:00,0.027926254,0.43259402,0.460520274,0,0
 01/15  20:00:00,0.031140407,0.349590651,0.380731058,0,0
 01/15  21:00:00,0.049358192,0.310730298,0.360088491,0,0
 01/15  22:00:00,0.055730675,0.29394914,0.349679815,0,0
 01/15  23:00:00,0.067383911,0.234174068,0.301557979,0,0
 01/15  24:00:00,0.079311559,0.151455627,0.230767186,0,0
 01/16  01:00:00,0.084752422,0.086369242,0.171121664,0,0
 01/16  02:00:00,0.090529687,0.072238755,0.162768443,0,0
 01/16  03:00:00,0.093919546,0.059715255,0.153634801,0,0
 01/16  04:00:00,0.095672225,0.052611026,0.148283252,0,0
 01/16  05:00:00,0.096677809,0.063151709,0.159829517,0,0
 01/16  06:00:00,0.095144093,0.075981488,0.171125581,0,0
 01/16  07:00:00,0.096275035,0.129758031,0.226033066,0,0.081393228
 01/16  08:00:00,0.08232208,0.207405929,0.289728009,0.066058272,0.582981102
 01/16  09:00:00,0.07076403,0.268690649,0.339454679,0.199354428,1.05308457
 01/16  10:00:00,0.076494699,0.330033496,0.406528195,0.349726872,1.33197855
 01/16  11:00:00,0.099643271,0.34487662,0.444519891,0.411684588,1.590538266
 01/16  12:00:00,0.081521199,0.361119726,0.442640924,0.872463504,1.554503928
 01/16  13:00:00,0.07532578,0.351845974,0.427171753,0.807388242,1.41104064
 01/16  14:00:00,0.076605704,0.317847783,0.394453487,0.543829218,1.072576254
 01/16  15:00:00,0.073211713,0.292642171,0.365853884,0.334054884,0.636484932
 01/16  16:00:00,0.07075836,0.302863616,0.373621976,0.098357172,0.179666142
 01/16  17:00:00,0.06618952,0.353720743,0.419910264,0,0
 01/16  18:00:00,0.079511431,0.445069937,0.524581369,0,0
 01/16  19:00:00,0.054320966,0.398283704,0.45260467,0,0
 01/16  20:00:00,0.052241056,0.315345897,0.367586953,0,0
 01/16  21:00:00,0.05207992,0.275874928,0.327954848,0,0
 01/16  22:00:00,0.055521949,0.258342283,0.313864232,0,0
 01/16  23:00:00,0.06256535,0.205880856,0.268446206,0,0
 01/16  24:00:00,0.069435671,0.135920782,0.205356453,0,0
 01/17  01:00:00,0.075628112,0.086369242,0.161997353,0,0
 01/17  02:00:00,0.077884599,0.072238755,0.150123354,0,0
 01/17  03:00:00,0.080343848,0.059715255,0.140059103,0,0
 01/17  04:00:00,0.078959444,0.052611026,0.13157047,0,0
 01/17  05:00:00,0.083285012,0.063151709,0.14643672,0,0
